-1	-1	5.85441e-05
-1	-0.959184	0.000116857
-1	-0.918367	0.00017471
-1	-0.877551	0.000231873
-1	-0.836735	0.000288122
-1	-0.795918	0.000343235
-1	-0.755102	0.000396994
-1	-0.714286	0.000449187
-1	-0.673469	0.000499609
-1	-0.632653	0.00054806
-1	-0.591837	0.00059435
-1	-0.55102	0.000638295
-1	-0.510204	0.000679723
-1	-0.469388	0.00071847
-1	-0.428571	0.000754382
-1	-0.387755	0.000787319
-1	-0.346939	0.000817149
-1	-0.306122	0.000843756
-1	-0.265306	0.000867034
-1	-0.22449	0.000886892
-1	-0.183673	0.00090325
-1	-0.142857	0.000916043
-1	-0.102041	0.000925223
-1	-0.0612245	0.000930751
-1	-0.0204082	0.000932606
-1	0.0204082	0.00093078
-1	0.0612245	0.000925281
-1	0.102041	0.00091613
-1	0.142857	0.000903363
-1	0.183673	0.00088703
-1	0.22449	0.000867195
-1	0.265306	0.000843937
-1	0.306122	0.000817348
-1	0.346939	0.000787531
-1	0.387755	0.000754606
-1	0.428571	0.0007187
-1	0.469388	0.000679957
-1	0.510204	0.00063853
-1	0.55102	0.000594581
-1	0.591837	0.000548284
-1	0.632653	0.000499821
-1	0.673469	0.000449385
-1	0.714286	0.000397175
-1	0.755102	0.000343395
-1	0.795918	0.00028826
-1	0.836735	0.000231986
-1	0.877551	0.000174796
-1	0.918367	0.000116916
-1	0.959184	5.85735e-05
-1	1	0
-0.959184	-1	0.000116857
-0.959184	-0.959184	0.000233254
-0.959184	-0.918367	0.00034873
-0.959184	-0.877551	0.000462832
-0.959184	-0.836735	0.000575108
-0.959184	-0.795918	0.000685116
-0.959184	-0.755102	0.000792422
-0.959184	-0.714286	0.000896602
-0.959184	-0.673469	0.000997247
-0.959184	-0.632653	0.00109396
-0.959184	-0.591837	0.00118636
-0.959184	-0.55102	0.00127407
-0.959184	-0.510204	0.00135677
-0.959184	-0.469388	0.00143411
-0.959184	-0.428571	0.00150579
-0.959184	-0.387755	0.00157153
-0.959184	-0.346939	0.00163108
-0.959184	-0.306122	0.00168419
-0.959184	-0.265306	0.00173065
-0.959184	-0.22449	0.00177029
-0.959184	-0.183673	0.00180294
-0.959184	-0.142857	0.00182847
-0.959184	-0.102041	0.0018468
-0.959184	-0.0612245	0.00185783
-0.959184	-0.0204082	0.00186153
-0.959184	0.0204082	0.00185789
-0.959184	0.0612245	0.00184691
-0.959184	0.102041	0.00182865
-0.959184	0.142857	0.00180316
-0.959184	0.183673	0.00177056
-0.959184	0.22449	0.00173097
-0.959184	0.265306	0.00168455
-0.959184	0.306122	0.00163147
-0.959184	0.346939	0.00157196
-0.959184	0.387755	0.00150624
-0.959184	0.428571	0.00143457
-0.959184	0.469388	0.00135723
-0.959184	0.510204	0.00127454
-0.959184	0.55102	0.00118682
-0.959184	0.591837	0.0010944
-0.959184	0.632653	0.000997672
-0.959184	0.673469	0.000896998
-0.959184	0.714286	0.000792783
-0.959184	0.755102	0.000685437
-0.959184	0.795918	0.000575383
-0.959184	0.836735	0.000463057
-0.959184	0.877551	0.000348903
-0.959184	0.918367	0.00023337
-0.959184	0.959184	0.000116916
-0.959184	1	0
-0.918367	-1	0.00017471
-0.918367	-0.959184	0.00034873
-0.918367	-0.918367	0.000521376
-0.918367	-0.877551	0.000691965
-0.918367	-0.836735	0.000859825
-0.918367	-0.795918	0.00102429
-0.918367	-0.755102	0.00118472
-0.918367	-0.714286	0.00134048
-0.918367	-0.673469	0.00149095
-0.918367	-0.632653	0.00163554
-0.918367	-0.591837	0.00177368
-0.918367	-0.55102	0.00190483
-0.918367	-0.510204	0.00202846
-0.918367	-0.469388	0.00214409
-0.918367	-0.428571	0.00225126
-0.918367	-0.387755	0.00234955
-0.918367	-0.346939	0.00243857
-0.918367	-0.306122	0.00251797
-0.918367	-0.265306	0.00258744
-0.918367	-0.22449	0.0026467
-0.918367	-0.183673	0.00269551
-0.918367	-0.142857	0.00273369
-0.918367	-0.102041	0.00276109
-0.918367	-0.0612245	0.00277758
-0.918367	-0.0204082	0.00278312
-0.918367	0.0204082	0.00277767
-0.918367	0.0612245	0.00276126
-0.918367	0.102041	0.00273395
-0.918367	0.142857	0.00269585
-0.918367	0.183673	0.00264711
-0.918367	0.22449	0.00258792
-0.918367	0.265306	0.00251851
-0.918367	0.306122	0.00243916
-0.918367	0.346939	0.00235018
-0.918367	0.387755	0.00225192
-0.918367	0.428571	0.00214478
-0.918367	0.469388	0.00202916
-0.918367	0.510204	0.00190553
-0.918367	0.55102	0.00177437
-0.918367	0.591837	0.00163621
-0.918367	0.632653	0.00149159
-0.918367	0.673469	0.00134107
-0.918367	0.714286	0.00118526
-0.918367	0.755102	0.00102477
-0.918367	0.795918	0.000860237
-0.918367	0.836735	0.000692303
-0.918367	0.877551	0.000521634
-0.918367	0.918367	0.000348905
-0.918367	0.959184	0.000174797
-0.918367	1	0
-0.877551	-1	0.000231873
-0.877551	-0.959184	0.000462832
-0.877551	-0.918367	0.000691965
-0.877551	-0.877551	0.000918369
-0.877551	-0.836735	0.00114115
-0.877551	-0.795918	0.00135943
-0.877551	-0.755102	0.00157236
-0.877551	-0.714286	0.00177908
-0.877551	-0.673469	0.00197878
-0.877551	-0.632653	0.00217068
-0.877551	-0.591837	0.00235402
-0.877551	-0.55102	0.00252807
-0.877551	-0.510204	0.00269215
-0.877551	-0.469388	0.00284561
-0.877551	-0.428571	0.00298785
-0.877551	-0.387755	0.0031183
-0.877551	-0.346939	0.00323645
-0.877551	-0.306122	0.00334183
-0.877551	-0.265306	0.00343403
-0.877551	-0.22449	0.00351267
