-1	-1	0.000765259
-1	-0.959184	0.00152775
-1	-0.918367	0.00228471
-1	-0.877551	0.00303338
-1	-0.836735	0.00377102
-1	-0.795918	0.00449491
-1	-0.755102	0.00520236
-1	-0.714286	0.00589068
-1	-0.673469	0.00655726
-1	-0.632653	0.00719952
-1	-0.591837	0.00781494
-1	-0.55102	0.00840105
-1	-0.510204	0.00895549
-1	-0.469388	0.00947597
-1	-0.428571	0.00996031
-1	-0.387755	0.0104064
-1	-0.346939	0.0108124
-1	-0.306122	0.0111765
-1	-0.265306	0.0114969
-1	-0.22449	0.0117723
-1	-0.183673	0.0120014
-1	-0.142857	0.012183
-1	-0.102041	0.0123162
-1	-0.0612245	0.0124004
-1	-0.0204082	0.0124351
-1	0.0204082	0.0124199
-1	0.0612245	0.0123549
-1	0.102041	0.0122403
-1	0.142857	0.0120763
-1	0.183673	0.0118638
-1	0.22449	0.0116034
-1	0.265306	0.0112963
-1	0.306122	0.0109438
-1	0.346939	0.0105472
-1	0.387755	0.0101082
-1	0.428571	0.00962876
-1	0.469388	0.00911072
-1	0.510204	0.00855628
-1	0.55102	0.00796772
-1	0.591837	0.00734744
-1	0.632653	0.00669799
-1	0.673469	0.006022
-1	0.714286	0.00532219
-1	0.755102	0.00460138
-1	0.795918	0.00386244
-1	0.836735	0.00310831
-1	0.877551	0.00234196
-1	0.918367	0.00156643
-1	0.959184	0.000784751
-1	1	0
-0.959184	-1	0.00152775
-0.959184	-0.959184	0.00304997
-0.959184	-0.918367	0.00456115
-0.959184	-0.877551	0.00605579
-0.959184	-0.836735	0.00752841
-0.959184	-0.795918	0.00897357
-0.959184	-0.755102	0.0103859
-0.959184	-0.714286	0.0117601
-0.959184	-0.673469	0.0130908
-0.959184	-0.632653	0.014373
-0.959184	-0.591837	0.0156016
-0.959184	-0.55102	0.0167717
-0.959184	-0.510204	0.0178786
-0.959184	-0.469388	0.0189177
-0.959184	-0.428571	0.0198846
-0.959184	-0.387755	0.0207752
-0.959184	-0.346939	0.0215857
-0.959184	-0.306122	0.0223125
-0.959184	-0.265306	0.0229523
-0.959184	-0.22449	0.0235021
-0.959184	-0.183673	0.0239594
-0.959184	-0.142857	0.0243219
-0.959184	-0.102041	0.0245879
-0.959184	-0.0612245	0.024756
-0.959184	-0.0204082	0.0248252
-0.959184	0.0204082	0.0247949
-0.959184	0.0612245	0.0246652
-0.959184	0.102041	0.0244362
-0.959184	0.142857	0.024109
-0.959184	0.183673	0.0236846
-0.959184	0.22449	0.0231648
-0.959184	0.265306	0.0225518
-0.959184	0.306122	0.0218479
-0.959184	0.346939	0.0210562
-0.959184	0.387755	0.0201799
-0.959184	0.428571	0.0192227
-0.959184	0.469388	0.0181885
-0.959184	0.510204	0.0170816
-0.959184	0.55102	0.0159066
-0.959184	0.591837	0.0146683
-0.959184	0.632653	0.0133718
-0.959184	0.673469	0.0120222
-0.959184	0.714286	0.0106251
-0.959184	0.755102	0.00918612
-0.959184	0.795918	0.00771091
